0	0	0	0	1	5371260
0	0	0	0	1	5370760
0	0	0	0	1	5370260
0	0	0	0	1	5369760
0	0	0	0	1	5369260
0	0	0	0	1	5368760
0	0	0	0	1	5368260
0	0	0	0	1	5367760
0	0	0	0	1	5367260
0	0	0	0	1	5366760
0	0	0	0	1	5366260
0	0	0	0	1	5365760
0	0	0	0	1	5365260
0	0	0	0	1	5364760
0	0	0	0	1	5364260
0	0	0	0	1	5363760
0	0	0	0	1	5363260
0	0	0	0	1	5362760
0	0	0	0	1	5362260
0	0	0	0	1	5361760
0	0	0	0	1	5361260
0	0	0	0	1	5360760
0	0	0	0	1	5360260
0	0	0	0	1	5359760
0	0	0	0	1	5359260
0	0	0	0	1	5358760
0	0	0	0	1	5358260
0	0	0	0	1	5357760
0	0	0	0	1	5357260
0	0	0	0	1	5356760
0	0	0	0	1	5356260
0	0	0	0	1	5355760
0	0	0	0	1	5355260
0	0	0	0	1	5354760
0	0	0	0	1	5354260
0	0	0	0	1	5353760
0	0	0	0	1	5353260
0	0	0	0	1	5352760
0	0	0	0	1	5352260
0	0	0	0	1	5351760
0	0	0	0	1	5351260
0	0	0	0	1	5350760
0	0	0	0	1	5350260
0	0	0	0	1	5349760
0	0	0	0	1	5349260
0	0	0	0	1	5348760
0	0	0	0	1	5348260
0	0	0	0	1	5347760
0	0	0	0	1	5347260
0	0	0	0	1	5346760
0	0	0	0	1	5346260
0	0	0	0	1	5345760
0	0	0	0	1	5345260
0	0	0	0	1	5344760
0	0	0	0	1	5344260
0	0	0	0	1	5343760
0	0	0	0	1	5343260
0	0	0	0	1	5342760
0	0	0	0	1	5342260
0	0	0	0	1	5341760
0	0	0	0	1	5341260
0	0	0	0	1	5340760
0	0	0	0	1	5340260
0	0	0	0	1	5339760
0	0	0	0	1	5339260
0	0	0	0	1	5338760
0	0	0	0	1	5338260
0	0	0	0	1	5337760
0	0	0	0	1	5337260
0	0	0	0	1	5336760
0	0	0	0	1	5336260
0	0	0	0	1	5335760
0	0	0	0	1	5335260
0	0	0	0	1	5334760
0	0	0	0	1	5334258
0	0	0	0	1	5333758
0	0	0	0	1	5333258
0	0	0	0	1	5332758
0	0	0	0	1	5332258
0	0	0	0	1	5331758
0	0	0	0	1	5331258
0	0	0	0	1	5330758
0	0	0	0	1	5330258
0	0	0	0	1	5329758
0	0	0	0	1	5329258
0	0	0	0	1	5328758
0	0	0	0	1	5328258
0	0	0	0	1	5327758
0	0	0	0	1	5327258
0	0	0	0	1	5326758
0	0	0	0	1	5326258
0	0	0	0	1	5325758
0	0	0	0	1	5325258
0	0	0	0	1	5324758
0	0	0	0	1	5324258
0	0	0	0	1	5323758
0	0	0	0	1	5323258
0	0	0	0	1	5322758
0	0	0	0	1	5322258
0	0	0	0	1	5321758
0	0	0	0	1	5321258
0	0	0	0	1	5320758
0	0	0	0	1	5320258
0	0	0	0	1	5319758
0	0	0	0	1	5319258
0	0	0	0	1	5318758
0	0	0	0	1	5318258
0	0	0	0	1	5317758
0	0	0	0	1	5317258
0	0	0	0	1	5316758
0	0	0	0	1	5316258
0	0	0	0	1	5315758
0	0	0	0	1	5315258
0	0	0	0	1	5314758
0	0	0	0	1	5314258
0	0	0	0	1	5313758
0	0	0	0	1	5313258
0	0	0	0	1	5312758
0	0	0	0	1	5312258
0	0	0	0	1	5311758
0	0	0	0	1	5311258
0	0	0	0	1	5310758
0	0	0	0	1	5310258
0	0	0	0	1	5309758
0	0	0	0	1	5309258
0	0	0	0	1	5308758
0	0	0	0	1	5308258
0	0	0	0	1	5307758
0	0	0	0	1	5307258
0	0	0	0	1	5306758
